"REGIONE";"CIRCOSCRIZIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"COGNOME";"NOME";"VOTI_CANDIDATO";"LISTA";"VOTI_LISTA"
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CHIAMPARINO";"SERGIO";54,00;"CHIAMPARINO PER IL PIEMONTE DEL SÌ";2,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CHIAMPARINO";"SERGIO";54,00;"CHIAMPARINO SÌ DEMOS";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CHIAMPARINO";"SERGIO";54,00;"+EUROPA SÌ TAV";2,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CHIAMPARINO";"SERGIO";54,00;"PARTITO DEMOCRATICO";35,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CHIAMPARINO";"SERGIO";54,00;"ITALIA IN COMUNE";0,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"BOERO";"VALTER";1,00;"IL POPOLO DELLA FAMIGLIA";0,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"BERTOLA";"GIORGIO";25,00;"MOVIMENTO 5 STELLE";22,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CIRIO";"ALBERTO";154,00;"LEGA SALVINI PIEMONTE";100,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CIRIO";"ALBERTO";154,00;"SÌ TAV SÌ LAVORO PER IL PIEMONTE";2,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CIRIO";"ALBERTO";154,00;"GIORGIA MELONI FRATELLI D'ITALIA";14,00
